321,278,-692.7528687,15350.06055,-539.3101196,15693.08496,1446.827271
322,278,-748.4470825,15344.59766,-534.5423584,15347,1483.713623
323,278,-806.6325684,13943.83398,-715.3792725,14271.80176,1576.543579
324,278,-796.2119141,13613.51172,-604.5701294,13935.11523,1547.120361
325,278,-797.557373,13605.67773,-696.9840088,13606.37305,1556.611938
326,278,-778.2098999,12996.51563,-774.3615723,12993.57715,1533.204346
327,278,-824.3925171,12996.75391,-776.1473999,12990.54004,1533.227661
328,278,-818.8864136,12678.37598,-767.7036133,12668.39063,1643.5271
329,278,-815.6374512,12674.19531,-768.4523315,12670.5791,1549.223999
330,278,-808.7857666,12386.01367,-803.5129395,12384.05957,1668.576538
331,278,-787.1273804,11821.12402,-785.423584,11817.11621,1630.101196
332,278,-778.6995239,11543.00293,-776.833313,11542.97461,1630.101196
333,278,-838.1380005,10767.92188,-750.2919312,10763.91211,1547.906616
334,278,-794.0864258,10756.56738,-742.6401367,10526.51855,1530.87207
335,278,-785.5955811,10519.37109,-740.3151855,10514.86914,1559.671509
336,278,-817.5055542,10269.70313,-725.5216064,10036.64453,1628.411987
337,278,-884.2019653,9809.058594,-756.9876709,9805.649414,1608.033691
338,278,-927.694519,8940.808594,-766.2554321,8941.424805,1629.717651
339,278,-916.8178101,8726.108398,-764.6173096,8920.478516,1638.680176
340,278,-916.637085,8714.94043,-717.2315674,8722.864258,1721.112915
341,278,-828.9907837,8517.432617,-750.2078247,8516.1875,1687.443359
342,278,-888.2394409,8124.849121,-727.1149292,7935.223633,1628.262939
343,278,-898.5322266,7562.04541,-749.3336792,7560.337891,1651.880249
344,278,-816.0870361,7382.410156,-742.0734253,7380.675293,1583.054321
345,278,-846.4086914,7205.901855,-632.2349854,7381.890137,1622.230103
346,278,-764.302063,7029.32959,-677.9064331,6701.178711,1645.15332
347,278,-805.1512451,6378.398438,-624.0316162,6216.251953,1660.442383
348,278,-824.2510986,6061.303711,-653.0478516,6058.423828,1684.993774
349,278,-776.3597412,5764.887695,-681.4188232,5908.884766,1577.576782
350,278,-810.315918,5760.135742,-580.055481,5909.803711,1577.796875
351,278,-705.7327881,4930.668457,-608.9713745,4922.857422,1603.254272
352,278,-767.7230225,4925.531738,-729.6706543,4789.84668,1637.777222
353,278,-776.7803345,4414.85498,-682.2600098,4415.225098,1673.014404
354,278,-775.2406616,3819.032959,-687.0493164,4536.178711,1580.664429
355,278,-775.0809326,3813.363281,-725.5518188,4049.060791,1596.936401
356,278,-744.4782715,3269.596436,-710.6466675,3168.23291,1614.121338
357,278,-773.3404541,3269.329346,-705.6587524,3058.163574,1635.924194
358,278,-904.8780518,2664.128662,-700.4630737,2954.007568,1696.09436
359,278,-874.5983276,2193.705322,-699.486084,2956.793701,1614.709229
360,278,-868.6897583,2108.393311,-700.0819702,2957.852539,1628.749756
361,278,-813.3737183,1678.17395,-831.9926758,1596.516846,1676.129883
362,278,-888.5074463,1677.805542,-801.126709,1123.347168,1611.231567
363,278,-982.9924927,977.0708618,-796.2871094,1050.128784,1617.665283
364,278,-935.8266602,416.2080994,-824.4830322,1125.135742,1675.77063
365,278,-929.2640381,348.6583557,-799.9285889,1123.931763,1623.372314
366,278,-945.9783325,284.2316284,-718.0570068,-94.94734955,1655.682495
367,278,-946.361084,283.0475464,-710.5693359,-499.6087952,1650.417725
368,278,-873.2018433,-555.7073975,-735.1203613,-444.027771,1606.968628
369,278,-826.9141235,-1083.459961,-726.6723633,-558.8203125,1625.83252
370,278,-787.425415,-1323.250854,-706.1300659,-554.7757568,1594.57312
371,278,-783.8634644,-1369.853638,-605.6943359,-1729.346924,1702.131958
372,278,-779.5254517,-1417.358643,-688.0020752,-2061.379639,1636.012085
373,278,-829.9863281,-2064.209961,-687.77948,-2063.275879,1595.717896
374,278,-802.4276123,-2693.300781,-688.8447876,-2061.111328,1642.470459
375,278,-781.5796509,-2893.263428,-667.3359375,-2101.881836,1605.22998
376,278,-790.5012207,-2956.843994,-694.7616577,-3293.983154,1662.568481
377,278,-816.9628296,-2370.635498,-706.4609375,-3629.718994,1638.582031
378,278,-883.4666748,-3602.913086,-706.8881836,-3629.223389,1550.189819
379,278,-868.7911377,-4237.657715,-720.8708496,-3629.05249,1635.312378
380,278,-835.7518921,-4389.04248,-701.9038696,-3682.556396,1614.423096
381,278,-826.6448975,-4451.044434,-728.7591553,-4728.79248,1689.352539
382,278,-948.5446777,-4054.096924,-740.1749268,-5099.149414,1649.455933
383,278,-924.3635254,-5015.952637,-747.0144653,-5131.382324,1496.128174
384,278,-976.0924683,-5527.296387,-762.4257813,-5099.048828,1426.848633
